u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,access,maxspeed,tunnel
9666019841,9666019902,0,26274673,True,3,金田路,secondary,False,42.091,"LINESTRING (114.0578315 22.5479085, 114.0578358 22.5476339, 114.0578366 22.5475842, 114.0578374 22.54753)",,,,
9666019841,5832657502,0,616988546,True,1,,secondary_link,False,60.605000000000004,"LINESTRING (114.0578315 22.5479085, 114.0578074 22.5478066, 114.0577784 22.547739, 114.0577323 22.5476734, 114.0576742 22.5476163, 114.0576167 22.5475755, 114.0575532 22.5475443, 114.0574714 22.5475247)",,,,
9666019842,7962005397,0,996752249,True,3,福中路,secondary,False,16.773,"LINESTRING (114.0578398 22.5473804, 114.0580031 22.5473833)",,,40,
9666019842,7962005192,0,26274673,True,3,金田路,secondary,False,52.144999999999996,"LINESTRING (114.0578398 22.5473804, 114.0578423 22.5472167, 114.0578433 22.5471575, 114.0578471 22.5469115)",,,,
9666019852,2491099046,0,996208000,True,3,金田路,secondary,False,54.958,"LINESTRING (114.0578764 22.5450405, 114.0578841 22.5445463)",,,,
9666019854,5832657901,0,853601606,True,,福中三路,tertiary,False,629.6449999999999,"LINESTRING (114.0576325 22.5455143, 114.0575856 22.5455136, 114.0569771 22.5455045, 114.0554064 22.5454811, 114.055328 22.54548, 114.0537136 22.545456, 114.0536275 22.5454547, 114.0534342 22.5454518, 114.0530029 22.5454454, 114.0520847 22.5454317, 114.0515022 22.5454231)",,,,
9666019856,9666019854,0,616988603,True,1,,secondary_link,False,35.774,"LINESTRING (114.0578656 22.5457278, 114.0578404 22.5456572, 114.0578013 22.5456032, 114.057752 22.5455619, 114.0577036 22.5455353, 114.0576325 22.5455143)",,,,
9666019856,7962005392,0,996752250,True,3,金田路,secondary,False,23.453000000000003,"LINESTRING (114.0578656 22.5457278, 114.0578676 22.5456032, 114.0578683 22.5455601, 114.0578689 22.5455169)",,,,
9666019897,7962005399,0,853566732,True,,福中三路,tertiary,False,17.122,"LINESTRING (114.0578702 22.545438, 114.0580369 22.5454405)",,,,
9666019897,9666019852,0,996208000,True,3,金田路,secondary,False,44.205,"LINESTRING (114.0578702 22.545438, 114.057872 22.5453195, 114.0578728 22.54527, 114.0578764 22.5450405)",,,,
9666019902,9666019842,0,26274673,True,3,金田路,secondary,False,16.637,"LINESTRING (114.0578374 22.54753, 114.0578398 22.5473804)",,,,
9666019902,5832657502,0,616988514,True,2,福中路,secondary,False,37.590999999999994,"LINESTRING (114.0578374 22.54753, 114.057708 22.5475281, 114.0574714 22.5475247)",,,40,
9732895733,9732895734,0,996625964,True,3,益田路,secondary,False,9.175,"LINESTRING (114.0510043 22.5493862, 114.0510058 22.5493037)",,,,
9732895733,7961542904,0,270041716,True,2,福中一路,tertiary,False,340.96599999999995,"LINESTRING (114.0510043 22.5493862, 114.0507075 22.5493814, 114.0492434 22.5493575, 114.0491163 22.5493555, 114.0478784 22.5493353, 114.0478211 22.5493343, 114.0476846 22.5493321)",,,,
9732895734,7962005294,0,852010064,False,2,福中一路,tertiary,False,13.658,"LINESTRING (114.0510058 22.5493037, 114.0511388 22.5493041)",,,,
9732895734,7961542921,0,852010063,True,2,福中一路,tertiary,False,123.09799999999998,"LINESTRING (114.0510058 22.5493037, 114.0507077 22.5493014, 114.0506367 22.5493009, 114.0498073 22.5492854)",,,,
9732895734,5832657946,0,996625964,True,3,益田路,secondary,False,160.344,"LINESTRING (114.0510058 22.5493037, 114.0510083 22.5491635, 114.0510094 22.5491068, 114.0510267 22.5481408, 114.0510317 22.5478619)",,,,
9732895742,5834799173,0,853206488,False,2,兴融三路,residential,False,61.757,"LINESTRING (114.049452 22.5410355, 114.0500533 22.5410413)",,,,
9732895742,9732895743,0,853206488,False,2,兴融三路,residential,True,43.596000000000004,"LINESTRING (114.049452 22.5410355, 114.0491207 22.5410323, 114.049028 22.5410235)",,,,
9732895743,2750670857,0,241491632,False,,兴融五路,unclassified,True,86.05,"LINESTRING (114.049028 22.5410235, 114.0490171 22.5417973)",,,,
9732895743,9732895742,0,853206488,False,2,兴融三路,residential,False,43.596000000000004,"LINESTRING (114.049028 22.5410235, 114.0491207 22.5410323, 114.049452 22.5410355)",,,,
9732895743,7958755724,0,853206488,False,2,兴融三路,residential,True,122.5,"LINESTRING (114.049028 22.5410235, 114.0489126 22.5410126, 114.0478361 22.5409895)",,,,
9732895743,7958755754,0,853206492,True,,兴融五路,unclassified,False,83.238,"LINESTRING (114.049028 22.5410235, 114.0490447 22.5403144, 114.0490454 22.5402751)",,,,
9732895760,5834798803,0,853286945,True,,,primary_link,False,68.891,"LINESTRING (114.0510156 22.5416701, 114.0510302 22.5410507)",,,,
10031001805,2491099085,0,777201409,True,,,primary_link,False,81.159,"LINESTRING (114.0584285 22.5429677, 114.0576384 22.5429529)",,,,
10031001805,2491099065,0,908054897,True,,,primary_link,False,103.48400000000001,"LINESTRING (114.0584285 22.5429677, 114.058317 22.5429878, 114.0582445 22.5430237, 114.0581896 22.5430777, 114.0581643 22.5431353, 114.0581429 22.5437485)",,,,
